title,platform,psd_URL,icon_URL,price,status
Indiana Jones and the Great Circle,PS5,https://psdeals.net/ua-store/game/2946348/indiana-jones-and-the-great-circle,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/UP1003-PPSA26786_00-INDIANAJONESATGC/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,199.00₴",1
Journey To The Savage Planet: Employee Of The Month,PS5 / PS4,https://psdeals.net/ua-store/game/2543583/journey-to-the-savage-planet-employee-of-the-month,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4040-PPSA10022_00-JTTSPEMPLOYEEPS5/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,999.00₴,1
Kingdom Come: Deliverance,PS4,https://psdeals.net/ua-store/game/1452282/kingdom-come-deliverance,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-CUSA07180_00-KCDGAME010000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Kingdom Come: Deliverance II,PS5,https://psdeals.net/ua-store/game/2821544/kingdom-come-deliverance-ii,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-PPSA21704_00-KCD2MAINGAMEDSEU/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,999.00₴",1
Mafia II: Definitive Edition,PS4,https://psdeals.net/ua-store/game/2025788/mafia-ii-definitive-edition,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1001-CUSA17761_00-MAFIATWOREMASTER/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Mafia III: Definitive Edition,PS4,https://psdeals.net/ua-store/game/2025786/mafia-iii-definitive-edition,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1001-CUSA03617_00-MAFIA3DEFINITIVE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Mafia: Definitive Edition,PS4,https://psdeals.net/ua-store/game/2086996/mafia-definitive-edition,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1001-CUSA18100_00-MAFIAONEREMASTER/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,199.00₴",1
Metro 2033 Redux,PS4,https://psdeals.net/ua-store/game/7741/metro-2033-redux,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-CUSA00591_00-M33REDUXDIGITAL1/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
Metro Exodus,PS5 / PS4,https://psdeals.net/ua-store/game/2217980/metro-exodus,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-PPSA01749_00-METROEXODUS0GEN9/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Metro: Last Light Redux,PS4,https://psdeals.net/ua-store/game/7742/metro-last-light-redux,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-CUSA00592_00-MLLREDUXDIGITAL1/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
Murdered: Soul Suspect™,PS4,https://psdeals.net/ua-store/game/8288/murdered-soul-suspect,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP0082-CUSA00342_00-MURDEREDSOULSCEE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
NINJA GAIDEN: Master Collection,PS4,https://psdeals.net/ua-store/game/2175548/ninja-gaiden-master-collection,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4108-CUSA24124_00-NINJAGAIDENMC000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,399.00₴",1
No Man's Sky PS4 & PS5,PS5 / PS4,https://psdeals.net/ua-store/game/2119178/no-mans-sky-ps4-ps5,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP2034-PPSA01412_00-NOMANSSKYHG00001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,499.00₴",1
Nobody Wants to Die,PS5,https://psdeals.net/ua-store/game/2807289/nobody-wants-to-die,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4062-PPSA19155_00-NOBODYWTD000SIEE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,819.00₴,1
Observer: System Redux,PS5 / PS4,https://psdeals.net/ua-store/game/2119179/observer-system-redux,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4176-PPSA02117_00-8201964206903574/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Pacific Drive,PS5,https://psdeals.net/ua-store/game/2712595/pacific-drive,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP6847-PPSA17476_00-00000000000PS5EU/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Pathologic 2,PS4,https://psdeals.net/ua-store/game/1998426/pathologic-2,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP0096-CUSA18446_00-PATHOLOGIC200000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,109.00₴",1
Raft,PS5,https://psdeals.net/ua-store/game/2847936/raft,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/UP7540-PPSA23241_00-0438218401573452/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,789.00₴,1
Ratchet & Clank: Сквозь миры,PS5,https://psdeals.net/ua-store/game/2160371/ratchet-clank-%D1%81%D0%BA%D0%B2%D0%BE%D0%B7%D1%8C-%D0%BC%D0%B8%D1%80%D1%8B,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-PPSA01474_00-RATCHETCLANKRIFT/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,299.00₴",1
Ratchet & Clank™,PS4,https://psdeals.net/ua-store/game/75363/ratchet-clank,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-CUSA01073_00-RCPS400000000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
Red Dead Redemption,PS4,https://psdeals.net/ua-store/game/2634805/red-dead-redemption,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1004-CUSA36843_00-REDEMPTION000001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,199.00₴",1
Red Dead Redemption 2,PS4,https://psdeals.net/ua-store/game/2132840/red-dead-redemption-2,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1004-CUSA08519_00-REDEMPTIONFULL02/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,599.00₴",1
Rise of the Ronin™,PS5,https://psdeals.net/ua-store/game/2703051/rise-of-the-ronin,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-PPSA04540_00-RONINFULLGAME001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,299.00₴",1
S.T.A.L.K.E.R.: Call of Prypiat,PS4,https://psdeals.net/ua-store/game/2741639/stalker-call-of-prypiat,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EB0236-CUSA43978_00-0207083703338982/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
S.T.A.L.K.E.R.: Clear Sky,PS4,https://psdeals.net/ua-store/game/2741641/stalker-clear-sky,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EB0236-CUSA43980_00-0530629025908837/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
S.T.A.L.K.E.R.: Shadow of Chornobyl,PS4,https://psdeals.net/ua-store/game/2741642/stalker-shadow-of-chornobyl,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EB0236-CUSA43932_00-0621814722776380/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
Scorn,PS5,https://psdeals.net/ua-store/game/2639895/scorn,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP7579-PPSA07850_00-SCORN000000PS5EU/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,199.00₴",1
Shadow of the Tomb Raider Definitive Edition,PS4,https://psdeals.net/ua-store/game/1928127/shadow-of-the-tomb-raider-definitive-edition,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP0082-CUSA10872_00-DEFINITIVE00SIEE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,199.00₴",1
Spirit of the North,PS4,https://psdeals.net/ua-store/game/1926564/spirit-of-the-north,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP3751-CUSA17576_00-SPIRITNORTH00001/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,549.00₴,1
Stray,PS5 / PS4,https://psdeals.net/ua-store/game/2427937/stray,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP2333-PPSA02101_00-STRAYSIEE0000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Streets Of Rage 4,PS4,https://psdeals.net/ua-store/game/2021396/streets-of-rage-4,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1470-CUSA16221_00-00STREETSOFRAGE4/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,819.00₴,1
The Evil Within,PS4,https://psdeals.net/ua-store/game/7970/the-evil-within,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1003-CUSA00375_00-THEEVILWITHINROW/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
The Evil Within 2,PS4,https://psdeals.net/ua-store/game/1357062/the-evil-within-2,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1003-CUSA08975_00-PRJGDN0000000000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,199.00₴",1
The Medium,PS5,https://psdeals.net/ua-store/game/2238590/the-medium,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4176-PPSA03718_00-5144890209675501/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,499.00₴",1
The Shadow Warrior Trilogy,PS4,https://psdeals.net/ua-store/game/2567855/the-shadow-warrior-trilogy,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP3643-CUSA26358_00-0857188670636309/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,599.00₴",1
The Thing: Remastered,PS5 / PS4,https://psdeals.net/ua-store/game/2890551/the-thing-remastered,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/UP0913-PPSA24381_00-0102018792321079/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,999.00₴,1
Thymesia,PS5,https://psdeals.net/ua-store/game/2440601/thymesia,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4064-PPSA05213_00-7432503991955592/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,949.00₴,1
Titan Chaser,PS5,https://psdeals.net/ua-store/game/2761587/titan-chaser,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP6138-PPSA22665_00-0090000002849582/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,159.00₴,1
Tomb Raider: Definitive Edition,PS4,https://psdeals.net/ua-store/game/8454/tomb-raider-definitive-edition,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP0082-CUSA00109_00-000000TOMBRAIDER/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
UNCHARTED 4: A Thief’s End & UNCHARTED: The Lost Legacy Digital Bundle,PS4,https://psdeals.net/ua-store/game/2311636/uncharted-4-a-thiefs-end-uncharted-the-lost-legacy-digital-bundle,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-CUSA00917_00-U4UTLLBUNDLE0000/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,099.00₴",1
Uncharted™: Натан Дрейк. Kоллекция,PS4,https://psdeals.net/ua-store/game/7494/uncharted-%D0%BD%D0%B0%D1%82%D0%B0%D0%BD-%D0%B4%D1%80%D0%B5%D0%B9%D0%BA-k%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-CUSA02344_00-UNCHARTEDTRILOGY/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,649.00₴,1
«Ведьмак 3: Дикая Охота — Полное издание»,PS5 / PS4,https://psdeals.net/ua-store/game/2518917/%D0%B2%D0%B5%D0%B4%D1%8C%D0%BC%D0%B0%D0%BA-3-%D0%B4%D0%B8%D0%BA%D0%B0%D1%8F-%D0%BE%D1%85%D0%BE%D1%82%D0%B0-%D0%BF%D0%BE%D0%BB%D0%BD%D0%BE%D0%B5-%D0%B8%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP4497-PPSA04021_00-0000000000GOTY11/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,349.00₴",1
Жизнь после (Days Gone™),PS4,https://psdeals.net/ua-store/game/1788555/%D0%B6%D0%B8%D0%B7%D0%BD%D1%8C-%D0%BF%D0%BE%D1%81%D0%BB%D0%B5-days-gone,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-CUSA09176_00-DAYSGONECOMPLETE/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,199.00₴",1
Одни из нас™. Часть I,PS5,https://psdeals.net/ua-store/game/2396435/%D0%BE%D0%B4%D0%BD%D0%B8-%D0%B8%D0%B7-%D0%BD%D0%B0%D1%81-%D1%87%D0%B0%D1%81%D1%82%D1%8C-i,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-PPSA07642_00-THELASTOFUSPART1/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,299.00₴",1
Одни из нас™: Часть II Обновленная версия,PS5,https://psdeals.net/ua-store/game/2689041/%D0%BE%D0%B4%D0%BD%D0%B8-%D0%B8%D0%B7-%D0%BD%D0%B0%D1%81-%D1%87%D0%B0%D1%81%D1%82%D1%8C-ii-%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-PPSA15508_00-THELASTOFUSPART2/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,499.00₴",1
Призрак Цусимы: режиссёрская версия,PS5 / PS4,https://psdeals.net/ua-store/game/2227365/%D0%BF%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D0%BA-%D1%86%D1%83%D1%81%D0%B8%D0%BC%D1%8B-%D1%80%D0%B5%D0%B6%D0%B8%D1%81%D1%81%D1%91%D1%80%D1%81%D0%BA%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP9000-PPSA03208_00-GHOSTDIRECTORPS5/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"2,299.00₴",1
Средиземье™: Тени Мордора™ - Золотое издание,PS4,https://psdeals.net/ua-store/game/7770/%D1%81%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B5%D0%BC%D1%8C%D0%B5-%D1%82%D0%B5%D0%BD%D0%B8-%D0%BC%D0%BE%D1%80%D0%B4%D0%BE%D1%80%D0%B0-%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B5-%D0%B8%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5,https://store.playstation.com/store/api/chihiro/00_09_000/container/UA/ru/99/EP1018-CUSA02152_00-SHADOWMORDORGOTY/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=192&h=192,"1,799.00₴",1
